ID,Label,Following,Followers,Tweets_count,Favourites,Time_Zone,Location
david_zaplana,david_zaplana,1264,2279,103156,77327,Pacific Time (US & Canada),"Galiza, URSI"
FerLimaPano,FerLimaPano,228,62,2286,523,,Santa Cruz de Tenerife-España
Vii1,Vii1,466,435,63981,7932,Madrid,"Madrid, Vía Láctea"
IreneGL28,IreneGL28,293,234,9009,9862,Madrid,We can be heroes
la_vinu,la_vinu,34,11,1902,2165,,Siempre perdida
carlosrd97,carlosrd97,161,252,53099,3214,Athens,On The Telegraph Road
sthrytayes,sthrytayes,1136,1577,81410,15126,,
AlbertAixut,AlbertAixut,776,328,4262,5147,Madrid,"Rio de Janeiro, Brazil"
Boular99,Boular99,176,29,1189,178,,"Murcia, Región de Murcia"
ruy78,ruy78,29,27,4844,3816,London,"España,Canarias,Tenerife"
CaamanoDL,CaamanoDL,1413,188,6038,3989,Madrid,"Mazaricos, España"
BraumC_D_L,BraumC_D_L,121,28,689,774,,libre 
bertaga14,bertaga14,2470,2417,47866,32345,,
MLuzMartinGutie,MLuzMartinGutie,92,74,6088,29,,
ferranrmdeusbcn,ferranrmdeusbcn,420,270,15041,1324,Amsterdam,
dinamitaya,dinamitaya,84,93,6950,6190,,
josema98_web,josema98_web,237,151,6733,1485,Athens,Almería
er_retuiteado,er_retuiteado,2684,1162,80900,5,Pacific Time (US & Canada),
estupefalso,estupefalso,1071,793,97148,8160,,
ccbeep,ccbeep,426,75,582,881,,
Pink2627,Pink2627,174,141,11322,3629,,
PioHueco,PioHueco,166,148,8697,2153,Dublin,
anderaz,anderaz,121,15,382,138,,
jvmendezdeleon,jvmendezdeleon,4204,4982,118613,4415,Europe/Madrid,A  modo porque vamos lonxe
Blaiescoda,Blaiescoda,726,407,11471,1241,Madrid,
LauraArrias,LauraArrias,439,356,2677,415,Caracas,República Bolivariana de Vzla
MariaLute7,MariaLute7,737,908,75237,23454,Greenland,
agarces94,agarces94,782,419,24325,11203,Madrid,In medio virtus.
miguellaws1,miguellaws1,118,60,5814,601,Madrid,
ceuveerre13,ceuveerre13,163,115,10148,4337,,"Gijón, España"
coapicito,coapicito,1255,573,17552,137,Madrid,
zapoteckz,zapoteckz,159,146,5269,1709,Athens,"Madrid, Comunidad de Madrid"
SARABALAGUER,SARABALAGUER,2340,837,5696,907,Greenland,Madrid
anastasianosoy,anastasianosoy,459,378,3897,1564,Ljubljana,
Arkiq,Arkiq,85,59,741,77,,
ivannadie,ivannadie,2027,1898,60618,27229,,
sonapigo,sonapigo,102,51,1514,1982,,Montevideo
SooZLetras,SooZLetras,585,289,13085,8795,Madrid,Equilibrio inestable. Lietat'.
jc_balboa,jc_balboa,723,340,4105,421,Athens,Matadepera
Gatoconcorbata,Gatoconcorbata,161,558,100409,10693,Madrid,
SSSusieQ,SSSusieQ,206,133,23472,57,Madrid,
f_mjose,f_mjose,600,416,24793,8122,Madrid,
irisrd_1,irisrd_1,704,530,7641,3298,Madrid,Vigo / Barcelona
javcasta,javcasta,1665,2075,102287,90747,Madrid,127.0.0.0/8
Pedrithor,Pedrithor,396,427,41661,3815,Madrid,"The Ringed City, Spain"
GILDOARTE,GILDOARTE,474,103,4048,1265,,
_josemigel,_josemigel,877,202,10582,985,,Un maño con sangre andaluza 
Cedius_,Cedius_,273,335,47658,13383,Madrid,Madrid
pabloibasi,pabloibasi,499,769,13284,3290,Amsterdam,Zaragoza
estafadosAS,estafadosAS,46,16,267,188,,España
gordocontrapo,gordocontrapo,635,4201,157434,171978,Amsterdam,"Macon, GA"
AlvaroLario,AlvaroLario,997,2961,89241,35398,Madrid, Entre Granada y Madrid
AVallllovera,AVallllovera,52,27,1098,47,Greenland,
Jorge_Requiem,Jorge_Requiem,895,328,22268,2706,,
AlexDeVilanho,AlexDeVilanho,379,386,8191,7659,Hawaii,"Vilanho, A Laracha, Galicia"
PGell,PGell,227,66,4864,166,Madrid,sbd
starceph,starceph,154,51,1737,217,,torrent
PiedrafitaMario,PiedrafitaMario,3679,5884,57985,33786,Amsterdam,Madrid ❤️
TIP_RETURNS,TIP_RETURNS,14096,50353,56141,4824,Hawaii,En un bar de Mossen Femades
Kidrauhlove18,Kidrauhlove18,1023,936,45279,3511,Athens,Cantabria / Oviedo
moustashen,moustashen,144,75,3831,2700,Athens,"Madrid, España"
wlctozooe,wlctozooe,340,422,12236,27239,,Durmiendo por Zaragoza
Kamaleon_Karma,Kamaleon_Karma,68,36,259,677,Pacific Time (US & Canada),
antonio_belvis,antonio_belvis,532,375,4567,3555,Athens,"Madrid, Cambridge, El Morche"
uriang1,uriang1,861,257,867,495,Bogota,bogota
Komandante_Solo,Komandante_Solo,937,1367,135242,23385,,
ArredondoJavi,ArredondoJavi,229,199,6585,3235,,
Mararcade,Mararcade,51,10,34,25,Madrid,españa
vakita_biot_ika,vakita_biot_ika,122,37,1977,365,Athens,Alboraya
RNOOR96DF,RNOOR96DF,225,119,4851,6632,,Habitando la ausencia
Luismos96,Luismos96,314,275,8012,3983,,Merida/ Salamanca
Romai_1312,Romai_1312,315,198,7626,12434,Madrid,Andalucía illo
MARISABOWIE,MARISABOWIE,855,544,14440,2662,,mallorca
akhenatensocial,akhenatensocial,317,341,4247,67,Belgrade,"Cleveland, OH"
arnau78,arnau78,1148,1001,7280,1662,Greenland,
aritzetxeburua,aritzetxeburua,126,113,1695,1033,,"León, España "
Seth_Tifon,Seth_Tifon,249,651,42792,12835,Madrid,Al otro lado de la pantalla
Amaranta_2012,Amaranta_2012,2220,1178,133139,2580,Madrid,
_askatasuna,_askatasuna,344,1092,7731,23198,Belgrade,VALÈNCIA CLUB DE FUTBOL
SusurmizU,SusurmizU,858,644,20665,9417,,
rosvalarg,rosvalarg,2648,2615,159229,63562,Madrid,Huelva. Huelva.
anastasiogarcia,anastasiogarcia,5481,5574,82198,985,Greenland,madrid
vzctxr,vzctxr,309,382,7873,4485,Madrid,Málaga
SSJChef22,SSJChef22,367,1095,59310,46409,,"Torremolinos, España"
JBertza,JBertza,162,196,2893,127,,"Ayamonte, España"
albacorazonegro,albacorazonegro,777,17502,9020,5410,London,"Jaén, España"
2bcn2,2bcn2,74,15,58,290,,"Barcelona, España"
hastamaslejos,hastamaslejos,41,34,995,0,,
martillos75,martillos75,319,484,58409,47683,,España
Dazeshimo,Dazeshimo,478,193,29842,28800,Pacific Time (US & Canada),Susurrandote al oido cariño
guillemo8,guillemo8,187,187,1318,1164,,
LoliPalliser,LoliPalliser,1307,873,5463,166,,Canarias
apr15__,apr15__,1150,1241,63543,7587,Madrid,XEREZ - ANDALUCÍA
analypoulain,analypoulain,209,452,44490,25099,Athens,En el aquelarre 5:05am/10682km
megatipo,megatipo,92,143,9479,7024,,
5jesusRayo,5jesusRayo,1319,1356,12533,570,Amsterdam,"Madrid, Vallecas "
Chester1932,Chester1932,383,110,6006,31,,
AdriMartn,AdriMartn,279,79,741,219,Madrid,Sevilla
Bradamon,Bradamon,115,85,1912,409,Madrid,Universe
Marinaa256,Marinaa256,1238,984,20960,5862,Madrid,Somewhere in Neverland
ninotidultat,ninotidultat,791,443,13553,986,West Central Africa,
D_Uarela,D_Uarela,212,178,239,24,Pacific Time (US & Canada),"Humanes de Madrid, España"
alexiscdp,alexiscdp,2008,1023,6578,10060,Greenland,Ponferrada
CharlieKeehl,CharlieKeehl,171,582,147729,189542,Athens,donde el cielo es siempre gris
RobertoArandaDj,RobertoArandaDj,373,135,4091,337,,Villa del Prado
ruthquevedo,ruthquevedo,759,1061,19546,322,Greenland,Bilbao  quevedocieza@gmail.com
AnibalSticky,AnibalSticky,185,203,5610,10467,,Denia
Xuxipc,Xuxipc,277,73830,72849,59776,Athens,Zamora
joseraulmm1,joseraulmm1,577,360,28554,9079,Madrid,ESPAÑA 
irene__lima,irene__lima,484,521,6792,4148,Pacific Time (US & Canada),Entre La Almunia y Zaragoza 
marctomasgimo,marctomasgimo,475,206,5631,5334,Athens,Barcelona
xLutensia,xLutensia,206,515,65509,27341,Belgrade,Sakka yarouze! ♔
indignadobcn155,indignadobcn155,290,75,2914,1903,Madrid,
TheGeekTvAlvaro,TheGeekTvAlvaro,446,311,14717,8791,Madrid,Detrás de ti.
RdaErnesto,RdaErnesto,91,118,5101,848,,
abollaedro,abollaedro,338,91,2635,221,Madrid,En el acontecer desde 1984.
evaortiz597,evaortiz597,11707,11829,171044,44473,,
paqui26,paqui26,193,206,7922,11809,,barcelona
Oscar_8410,Oscar_8410,277,84,375,331,,
Eljaguendas,Eljaguendas,914,225,9988,191,London,"Buenos Aires, Argentina"
anitaharrison61,anitaharrison61,4566,5201,18318,5690,Cape Verde Is.,Lanzarote - Madrid
BRXoto,BRXoto,240,147,5829,183,Ljubljana,Orkoien 
YolandaLesmes,YolandaLesmes,258,198,16300,864,Madrid,Aragón
JordnGonzlez,JordnGonzlez,389,210,5762,190,,Bar Cuántico
Emeuve__,Emeuve__,153,120,3927,2899,,"Madrid, Comunidad de Madrid"
lucyWinchesterx,lucyWinchesterx,321,613,39651,27909,Pacific Time (US & Canada),champagne supernova in the sky
dospecesdeHIEL,dospecesdeHIEL,377,68,1004,2412,Pacific Time (US & Canada),Lo personal es político
guerrero21david,guerrero21david,1999,1250,33160,31029,Amsterdam,"Villaconejos, España"
DelfosDX,DelfosDX,150,85,3421,3448,,
sthrco,sthrco,541,95,4360,4163,,
lukosiadam,lukosiadam,762,615,58278,40576,Madrid,"Sicilia, Italia"
trabisdos,trabisdos,410,103,4541,158,Madrid,
montse_altes,montse_altes,104,46,4205,4489,,
tosorval,tosorval,610,242,36219,421,Greenland,
RafaelRossello,RafaelRossello,2380,1797,125432,29903,Madrid,Arroyo del Ojanco (Jaén) 
GregOfficial97,GregOfficial97,378,163,1959,2117,Amsterdam,Huelva - Sevilla
javierpnevado,javierpnevado,152,101,1252,222,,
claudinzi,claudinzi,241,43,251,320,,
Xtrngr_,Xtrngr_,120,193,289,641,Pacific Time (US & Canada),
Im_Impala67,Im_Impala67,635,1109,53200,2513,Athens,Asturias
Jemiricu,Jemiricu,21405,22015,68317,5322,Central Time (US & Canada),En La Nube
mimariban,mimariban,1717,1570,36885,25982,,Sicania Valentia Hispania
CanibalKaiser,CanibalKaiser,271,410,19366,4045,Madrid,"Mantoscuro, la casa en sombras"
IsAsEireMe,IsAsEireMe,1108,189,3107,56,Dublin,Del Delta
FRANSCAR81,FRANSCAR81,223,607,171318,96399,,
albert_mcbeal,albert_mcbeal,286,82,1532,3346,,
Walvers7,Walvers7,336,142,2540,17,,Presencio
Duircelt,Duircelt,711,233,21885,1819,Greenland,Morpork
ValentinCarrera,ValentinCarrera,1068,1342,33067,10493,Madrid,A bordo del HESPÉRIDES
dimevagabundo,dimevagabundo,118,53,777,28,,
ParawhorePride,ParawhorePride,216,828,55601,15270,Europe/Madrid,Ragnarök
SrPignon,SrPignon,851,166,5122,750,Madrid,Madrid
dd_joca,dd_joca,786,312,4729,276,Athens,Barcelona
XLASPAREDES,XLASPAREDES,4802,4446,10478,2171,Caracas,
TonyiBuigues,TonyiBuigues,396,120,2929,1676,,Elx
Piolhyna,Piolhyna,419,182,26233,3987,Pacific Time (US & Canada),The Eyrie
DeliDlia,DeliDlia,905,429,23433,14389,Madrid,Irún
KelpiesReturn,KelpiesReturn,140,220,13510,5840,Athens,"Moscú, Rusia-Albacete, España"
Isa_Taji,Isa_Taji,442,503,18033,1316,Athens,Burgos
ValYMedio,ValYMedio,159,67,2732,1510,,
opalo_rojo,opalo_rojo,564,541,7156,4627,,
marioalvarezl,marioalvarezl,487,228,2019,1947,,"Mairena del Aljarafe, Sevilla"
Manuel___Perez,Manuel___Perez,405,121,1183,152,Madrid,"Salamanca, España"
clauubs3,clauubs3,117,130,986,874,,"Galiza, España"
TeresaMartineez,TeresaMartineez,155,291,3214,1120,Athens,En la cama
AvaricumJorge,AvaricumJorge,74,41,557,38,Hawaii,
chitinabajo,chitinabajo,297,268,3787,1745,,Asturias
jjcata02,jjcata02,78,27,422,99,,Murcia
crisdromeda,crisdromeda,1041,514,8031,2745,West Central Africa,"Madrid, Comunidad de Madrid"
raquelgarciade2,raquelgarciade2,807,842,87273,42102,Madrid,Chiloeches
elgelidotolya,elgelidotolya,1040,675,15194,3578,,
jorge6880,jorge6880,612,204,6192,9175,Greenland,
Carlosarrow_,Carlosarrow_,330,398,25626,9478,Athens,Safe place
LuisQuintana91,LuisQuintana91,679,447,10126,9961,Ljubljana,Elx
pendrelas,pendrelas,857,297,6744,541,Madrid,"A Coruña, Galiza e Rotterdam"
alvaro_lpz5,alvaro_lpz5,485,511,5846,2642,Madrid,28850
AlexLosada5,AlexLosada5,537,289,5728,1185,,
chuparmillones,chuparmillones,37,28,377,164,,
PocahontasNNM,PocahontasNNM,841,201,3010,2792,Madrid,Madrid
HoracioLuzon,HoracioLuzon,155,134,6724,498,Amsterdam,
Gotaku,Gotaku,2136,3789,134452,148,Madrid,Fondo de Hyrule A.K.A Córdoba
salasgarre,salasgarre,989,674,24166,46520,Madrid,Cllja.de la Cuesta-El Pedroso
cddmas,cddmas,209,63,1650,1335,,
SABAS__,SABAS__,344,2199,2689,3164,Belgrade,"Madrid, Comunidad de Madrid"
pensamientocero,pensamientocero,47,2,47,4,,
pachamoraz,pachamoraz,1100,307,6345,21,Madrid,España
patriotaszamora,patriotaszamora,553,1052,8377,6326,,
dikzaragoza,dikzaragoza,1154,828,18945,2818,Central America,Zaragoza(ARA)-San Salvador(ES)
Ricardo8ADobla,Ricardo8ADobla,154,40,214,94,Madrid,"Cádiz, Andalucía"
olypomares,olypomares,327,452,9503,383,,"O Porriño, España"
Raulin125Razn,Raulin125Razn,841,148,493,559,,Fraga Huesca
AleJacintoUrang,AleJacintoUrang,1397,1427,4339,3659,Ljubljana,Madrid
gaquer70,gaquer70,1996,1153,25016,9115,Madrid, Barcelona   
DavidHM97,DavidHM97,758,866,50175,34446,,"Madrid, España"
Rockbledillo79,Rockbledillo79,62,94,11911,0,Madrid,
v_nevado,v_nevado,359,240,8941,3342,Dublin,
rogervilanova,rogervilanova,947,660,7099,478,Madrid,"Ripollet, Catalunya"
_aurinegra_,_aurinegra_,301,124,3327,2829,,Madrid
byjose95,byjose95,271,349,24377,3802,Athens,Huelva 
fulianSP,fulianSP,4738,847,46298,78903,Madrid,"Ulan Bator, Palencia"
jorge_teclarra,jorge_teclarra,157,142,9764,671,,Madrid
anitadelhoyo,anitadelhoyo,67,30,71,899,,
3Gerar,3Gerar,382,173,28387,16890,Amsterdam,Bjørnøya
venyven_rzcd,venyven_rzcd,178,81,1729,1283,Pacific Time (US & Canada),
AgustinFurio,AgustinFurio,273,140,6719,7096,,Valencia
ArtSlmrn,ArtSlmrn,472,303,13091,2372,Athens,Madrid
Mariate,Mariate,1393,591,2814,1525,Greenland,
AndresSanchezV_,AndresSanchezV_,420,300,8325,3349,Madrid,"Rukanga, Kenya"
faatimaavlc98,faatimaavlc98,138,278,5954,5401,,• Valencia •
jotajotaz,jotajotaz,428,700,230,23060,Madrid,
asammajadahonda,asammajadahonda,1151,5003,63098,6596,,"Majadahonda, Madrid, España"
Tezaida,Tezaida,116,70,2511,2306,London,
lapetipeti,lapetipeti,679,80,4565,5682,Amsterdam,
MaiO518,MaiO518,140,83,12510,3011,Madrid,Mid Lane
07Mmendez,07Mmendez,676,271,13476,122,,"Caracas, Venezuela"
Cotrifoso,Cotrifoso,395,435,1697,399,Athens,
MarinaScam,MarinaScam,106,468,77261,1553,Athens,
DrinkingJagger,DrinkingJagger,77,286,111167,14981,Athens,⚓ Soft & Wet ⚓
Martintxu95,Martintxu95,1145,913,60477,415,Madrid,Bilbo - Under's BMW - Leioa
blancafl54,blancafl54,1070,332,4146,622,,
tigotanguanche,tigotanguanche,10338,10218,48445,41416,Belgrade,
SandraSanahuja,SandraSanahuja,164,88,3754,1190,Madrid,Lemon pie
Alschejtman,Alschejtman,118,168,7963,384,,Ciudad Autónoma de Buenos Aire
barcinator,barcinator,200,359,22506,19863,Pacific Time (US & Canada),"Lazkao, España"
srta_ups,srta_ups,204,16,240,279,,na periferia global
Dani_elOsuna,Dani_elOsuna,293,340,4020,1388,,
laiamarullq,laiamarullq,181,1561,1428,1030,,Barcelona
tahilamb,tahilamb,148,150,9216,1940,,España
nagusticasals,nagusticasals,2019,1693,93656,17741,,girona
1CuentaHuevoMas,1CuentaHuevoMas,566,69,1598,1042,,"No lo se ni yo, la verdad."
sonietabnmf,sonietabnmf,569,537,6098,355,Amsterdam,La Terreta
Osquirrinin,Osquirrinin,189,148,3190,3418,Amsterdam,Madrid
MaryJBlacksmith,MaryJBlacksmith,296,123,892,522,London,London
Home_del_Desert,Home_del_Desert,1413,1117,10302,7483,Pacific Time (US & Canada),
carmengrcv,carmengrcv,1043,546,11142,2913,Pacific Time (US & Canada),
grrrlpnk1312,grrrlpnk1312,40,16,148,104,,?
RebelinAluminio,RebelinAluminio,3588,4017,720853,20262,Athens,"La Coruña, Galicia"
lolaq20,lolaq20,4521,5544,70108,2005,Athens,
FlashNoseCat,FlashNoseCat,354,368,19387,3416,Azores,
Mike_Lightwood,Mike_Lightwood,823,13189,133014,10754,Madrid,Madrid 
Riodoce_mx,Riodoce_mx,343,12558,16059,95,Arizona,"Culiacán, Sinaloa, México."
hachepesar,hachepesar,167,49,3603,537,,
JuanMarxalenes,JuanMarxalenes,1226,425,3114,102,Greenland,
Javi_RC_,Javi_RC_,300,112,5125,388,,
javierRMCF8,javierRMCF8,255,270,29155,17011,,Marbella 
indiggato,indiggato,2760,2863,66514,5397,,
phernandis,phernandis,252,59,538,31,Madrid,
mnavarrorincon,mnavarrorincon,98,131,11653,698,,ignota universe
isabel_cm97,isabel_cm97,1021,1092,14733,730,Madrid,"Jaén, ESPAÑA"
golin77,golin77,513,103,1699,862,Athens,Usera
Mireyeii,Mireyeii,104,38,1114,870,,Redrum
_xvdezz,_xvdezz,212,468,23803,11596,Madrid,
sizzi58,sizzi58,249,91,12368,2082,,
Miregui19,Miregui19,255,386,62587,13035,Amsterdam,León
ALPHA_DIVER,ALPHA_DIVER,201,32,3888,130,Madrid,"358 Exange Place New York, N.Y"
pichicopata,pichicopata,652,139,11205,2494,,Sevilla
elenamathers_,elenamathers_,167,402,13134,9649,Amsterdam,709/ 1848 
clopez1952,clopez1952,3444,2199,112700,3439,,
JustAShadowGame,JustAShadowGame,323,927,115413,38802,Athens,RadioPatio
Juanandete,Juanandete,393,288,1992,692,,Planeta Tierra Dimensión C-137
yotape,yotape,565,135,1998,2327,Madrid,
CostiAlex,CostiAlex,144,240,32769,13305,Athens,
sleepingnacho,sleepingnacho,533,206,827,2212,Amsterdam,Hespaña
GemissimaHv,GemissimaHv,117,25,55,82,Madrid,en movimiento...
anon000001,anon000001,0,1,1839,1146,Madrid,jajajjaa
SonOfRekkles,SonOfRekkles,286,121,1396,21971,Pacific Time (US & Canada),
MasotRosa,MasotRosa,653,385,30951,17284,Athens,#anematotes#JuntspelSí
tengounpussy,tengounpussy,154,327,46758,3852,Greenland,"Toulouse, Francia"
anaoromi,anaoromi,1446,1111,201473,1028,Madrid,República Catalana. UE
MundoZaura,MundoZaura,161,16,788,955,,
MarcJaraGimeno,MarcJaraGimeno,1890,929,18008,89,Paris,
Vero_TX,Vero_TX,521,663,1642,24,Madrid,Bilbao
larpicab,larpicab,190,334,53826,7368,,
Jope01,Jope01,492,155,5812,75,Madrid,Madrid
SaraGarGar,SaraGarGar,428,513,16861,7239,Amsterdam,
almu4697,almu4697,214,202,1653,1101,,
JoaquinVillenaG,JoaquinVillenaG,557,618,17712,10710,Madrid,"Getafe, Comunidad de Madrid"
AngelaYabru,AngelaYabru,171,49,819,1012,Madrid,Sevilla (España)
jorgeluitt,jorgeluitt,1160,1862,55887,6931,,San Cristóbal
H0pePaladin,H0pePaladin,50,32,148,71,Madrid,Midgard
LluisHorn,LluisHorn,1680,1803,55528,20938,Pacific Time (US & Canada),US
diekleinelynch,diekleinelynch,186,665,48485,8505,Amsterdam,FUERA DE TU ALCANCE ©
narumxri,narumxri,59,143,20276,2766,,"Hamburgo, Alemania"
claunchin,claunchin,884,327,33687,1074,,On a Butcher Bird
ESTHERMENACHO,ESTHERMENACHO,506,879,1505,715,,"Sevilla, Andalucía"
jesus_len,jesus_len,635,488,17332,2840,Athens,En el Hades (Cieza)
InfoHeaders_Tes,InfoHeaders_Tes,16,155,330054,2,,España
El_Pensador_DT,El_Pensador_DT,143,191,9169,9261,Pacific Time (US & Canada),España
EnekoMonfort,EnekoMonfort,204,212,512,219,Pacific Time (US & Canada),Donosti | Madrid
MSEspinola,MSEspinola,2366,790,5058,559,,
tomyespancho,tomyespancho,1488,394,13195,7639,Amsterdam,Zihuatanejo
carralportas,carralportas,54,40,5249,6198,,Na miña casa
mrsshieldmaiden,mrsshieldmaiden,195,229,12417,4978,Athens,Ig: lapisl.azulita
felisukobcn,felisukobcn,2116,494,15468,2519,,"Barcelona, Catalunya, PPCC, EU"
serginhoo_6,serginhoo_6,199,299,3897,1856,Pacific Time (US & Canada),
nasgrandot,nasgrandot,424,221,3678,2423,Greenland,Barcelona
PattyCavallone,PattyCavallone,611,10287,241712,120215,Amsterdam,En casa ajena robando wisfis.
Gurb400,Gurb400,312,18,36,201,,
fbenavid,fbenavid,771,533,26852,12340,Madrid,MADrid
Claudio_O17,Claudio_O17,226,228,1344,1065,Madrid,СССР
carmelopolo8,carmelopolo8,133,193,18887,11746,Madrid,Andalucía
ZairaFyahbwoy,ZairaFyahbwoy,1547,935,58275,19425,Greenland,Biebs ♥ 01/03/94 Canadá.
nesimallorca,nesimallorca,583,581,44520,1035,Madrid,"BARCELONA, ESPAÑA"
Ahmadinejaj,Ahmadinejaj,976,1372,31048,5163,Madrid,Tabarca
thot_elite,thot_elite,3393,3403,36358,38592,Pacific Time (US & Canada),
RFllagg,RFllagg,151,108,9352,8278,Madrid,Prrreeeeecausión!
joseriv13006184,joseriv13006184,80,190,41479,14211,,
glorius_CA,glorius_CA,250,481,15091,5569,Athens,Donde nos lleve la vida.
Carolo51,Carolo51,341,169,3900,1252,Amsterdam,España
BJK246,BJK246,248,372,80864,6506,Madrid,Grao de Gandía
aguenaranjo,aguenaranjo,167,260,3883,6860,,
boskoiniesta,boskoiniesta,807,322,3798,403,,España
victorcharco_97,victorcharco_97,316,218,648,279,Amsterdam,
psicolengua,psicolengua,4612,2155,17738,3925,Madrid,Madrid
caracolwiii,caracolwiii,216,115,1235,494,Madrid,planeta de los unicornios
JoderEstela,JoderEstela,605,965,31821,15846,Madrid,Coven
patrisjournal,patrisjournal,854,1461,164514,9736,Madrid,"Madrid, Spain"
