ID,User,Created_at,Tweet,Following,Followers,Tweets_count,Favourites,Time_Zone,Location
846493260466008066,polinariyagoc0n,2017-03-27 22:44:55,"RT @quiquepeinado: Si lo llega a decir de los hijos de Carrero Blanco, al talego. Pero no. https://t.co/fDBwUHRkN9",29,10,481,347,Pacific Time (US & Canada),
846492864448249857,iagoPodemos,2017-03-27 22:43:20,"RT @sextaNoticias: VÍDEO Cassandra, la tuitera que se mofó de Carrero Blanco: ""No tengo que pedir perdón, sólo es humor"" https://t.co/wjXB6…",2076,867,39832,39144,,
846492800589971457,CJNovelda,2017-03-27 22:43:05,"RT @eljueves: ¿Quieres saber cómo evitar ir al trullo por un chiste de Carrero Blanco? ¡Método para hackear la Ley Mordaza!
https://t.co/f2…",213,253,6598,46879,,Novelda
846492734059941888,FrikerSalcedo,2017-03-27 22:42:49,Todos sabemos que los chistes de Carrero Blanco pierden la gracia cuando no te juegas un par de años en prisión https://t.co/dKebsjSuvY,356,383,19082,5087,Amsterdam,Génova 13
846492655622205448,iagoPodemos,2017-03-27 22:42:30,"RT @JoaquimBoschGra: Contar chistes sobre Carrero es reírse de una dictadura, sin que implique apoyar al terrorismo.Lo digo en AlRojoVivo h…",2076,867,39832,39144,,
846492296501755904,CJNovelda,2017-03-27 22:41:05,"RT @eljueves: El TT de Carrero Blanco lleva todo el día muy arriba, casi tocando el cielo. Menos mal que el día se pasa volando.",213,253,6598,46879,,Novelda
846492230089129984,CJNovelda,2017-03-27 22:40:49,RT @eljueves: En el nuevo trailer de DC se ve como la Liga de la Justicia salva al mundo persiguiendo a tuiteros que hacen chistes de Carre…,213,253,6598,46879,,Novelda
846492196777930758,CJNovelda,2017-03-27 22:40:41,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",213,253,6598,46879,,Novelda
846491120909631488,Jonathan_HG91,2017-03-27 22:36:24,"RT @subversivos_: A ver los medios que tienen les sobraran,total para buscar peligrosos tuiteros que cuentan chistes de Carrero Blanco
http…",3359,3245,481865,78225,Amsterdam,Sanlúcar de Barrameda (Cádiz)
846490829611028482,SergeNicos,2017-03-27 22:35:15,"@ElCascabel13tv  Que se proteja a un terrorista fascista, dictador genocida.Un asesino de mierda como Carrero Blanco... ¡Qué puta vergüenza!",85,11,1183,4,,
846489954637221888,fcojaviertorr14,2017-03-27 22:31:46,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",71,41,936,1819,,"Sevilla, España"
846489953253179392,nlk66,2017-03-27 22:31:46,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",372,93,1990,3083,,
846489768158547968,Ireneecg,2017-03-27 22:31:02,RT @daviniaweasley: Y estas cosas no las podemos denunciar @policia? O solo se va a cárcel si se habla de Carrero Blanco? https://t.co/mO0I…,277,506,20964,7449,Athens,Huelva
846489122835443712,navegand0,2017-03-27 22:28:28,RT @Cesarsvlla: @elespanolcom @AlbertoLardies lo que no puede ser es que te pidan carcel por un tuit sobre Carrero Blanco.,697,1620,97140,17461,Madrid,Girona   CAT  |l*I| 
846488733151117312,monica_re19966,2017-03-27 22:26:55,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",233,439,24758,67740,Pacific Time (US & Canada),Madrid/Alemania 
846488681913466880,Edelmiro1961,2017-03-27 22:26:43,RT @Tremending: Dos noticias juntas se entienden mejor... https://t.co/bdpxfma17b https://t.co/xypCWSRz3g,868,2300,82549,28426,Pacific Time (US & Canada),Aquimismo
846488585217982464,andreamqq,2017-03-27 22:26:20,RT @daviniaweasley: Y estas cosas no las podemos denunciar @policia? O solo se va a cárcel si se habla de Carrero Blanco? https://t.co/mO0I…,469,1872,30472,18433,,Canarias
846488579455029248,angelesfig,2017-03-27 22:26:18,RT @Tremending: Dos noticias juntas se entienden mejor... https://t.co/bdpxfma17b https://t.co/xypCWSRz3g,2853,2609,19568,16738,Hawaii,A Guarda
846488061647212544,kallavokas,2017-03-27 22:24:15,"RT @SatanasChungo: Carrero Blanco está conmigo y se parte con vuestros tuits. 
Con lo alto que fue y acaba aquí abajo.",64,14,1836,72,,
846487792142176256,ligeretta,2017-03-27 22:23:11,"RT @eljueves: Solemos elegir uno pero esta semana fue imposible. ¡Aquí tenéis vuestros 15 mejores #PonleChiste de Carrero Blanco!
https://t…",93,91,585,45,Madrid,"Barcelona, Spain"
846487685103603712,mansan09,2017-03-27 22:22:45,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",927,623,24033,5354,,"Murcia,era alta España"
846487305116405761,joseriv13006184,2017-03-27 22:21:15,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",80,188,41611,14241,,
846486350404685824,Vic12io,2017-03-27 22:17:27,RT @Sara_gra: 22/03: Juicio contra @kira_95 por chistes de Carrero Blanco. La Fiscalía rebaja la petición de dos años y seis meses a un año…,299,637,19425,27027,Madrid,
846484759991738368,RafaGijon69,2017-03-27 22:11:08,"@subversivos_ @IzquierdaRevMad @rebeldia99 @Xuxipc @TropaAntifa @JDCarracedo @EvaGSempere @BananaRancia 

Serie fav… https://t.co/2RXCJsX27a",410,354,26705,1915,,"La Luna, Satélite de La Tierra"
846484626545819648,PILI93s,2017-03-27 22:10:36,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",4993,3506,59321,31657,Europe/Madrid,
846483870577016834,Alfredictor,2017-03-27 22:07:36,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",76,36,615,894,,
846483422767976448,catandy_eff,2017-03-27 22:05:49,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",252,217,11491,5327,,
846483259777277954,jcd1483,2017-03-27 22:05:10,"RT @JoaquimBoschGra: Contar chistes sobre Carrero es reírse de una dictadura, sin que implique apoyar al terrorismo.Lo digo en AlRojoVivo h…",1568,319,6426,5635,,Las Palmas de Gran Canaria
846481243361492992,maricarvidalsam,2017-03-27 21:57:09,RT @ElCascabel13tv: 📺¿Qué os parecen los tuits de Cassandra sobre Carrero Blanco? #ElCascabel27M https://t.co/k49qYOGBki,2625,2594,353120,67555,,Santander
846480671006691328,cabezapercebe,2017-03-27 21:54:53,"Estoy tan preocupado de los daños por los chistes de Carrero Blanco, que me la suda ya que haya familias bajo el umbral de la pobreza.",733,193,5683,1785,Madrid,Cáceres city
846480355041402880,RoqueBarcia,2017-03-27 21:53:38,"RT @jorgegmerino: En la Audiencia Nacional:
-...y el documental de TVE se llama ""El ascenso de Carrero Blanco""
-...muahahahah https://t.co/…",1085,853,63146,39164,,"Cartagena , España"
846479311997677569,lmpg_twi,2017-03-27 21:49:29,"RT @Bastetlove3: La q se ha liado por un chiste sobre Carrero Blanco,Camarón le escribió una canción y no fue pa tanto
🎶 volando voy...🎶
Mi…",283,370,48780,24575,,
846479004240674818,salvad_m,2017-03-27 21:48:16,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",1529,1628,194224,36416,Ljubljana,"Catalunya, Europa"
846479000222412802,Dibecad,2017-03-27 21:48:15,"Retweeted El Jueves (@eljueves):

Normal. No lo dijo rapeando o añadiéndole un chiste de Carrero Blanco. De... https://t.co/81SeRIgJpU",476,197,2103,20,Greenland,Tomares (Sevilla)
846478965514604546,Dibecad,2017-03-27 21:48:06,"RT @eljueves: Normal. No lo dijo rapeando o añadiéndole un chiste de Carrero Blanco. De haberlo hecho, pena de cárcel. https://t.co/9wibfrL…",476,197,2103,20,Greenland,Tomares (Sevilla)
846478940453720066,kepasawonda,2017-03-27 21:48:00,RT @Sara_gra: 22/03: Juicio contra @kira_95 por chistes de Carrero Blanco. La Fiscalía rebaja la petición de dos años y seis meses a un año…,612,946,59241,64320,Amsterdam,Cantabria
846478905720684545,neogeo39,2017-03-27 21:47:52,El gran boom de twitter fue cuando se empezó a hacer chistes de Carrero Blanco,144,169,48950,18367,Berlin,"Menos en España, donde sea"
846478814217719808,AliciaLaulet46,2017-03-27 21:47:30,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",7604,6933,37721,75968,Athens,BCN
846478668545347585,izanthekiller1,2017-03-27 21:46:56,"RT @dedomuelle: El primer ser humano en llegar a la Luna fue Carrero Blanco, como volaba el cabron xDDD",340,43,927,574,,"El Prat de Llobregat, España"
846478253028245506,angelsnovoape,2017-03-27 21:45:16,"RT @GobernoAlem: Yo no digo nada, pero va a ir una chica a la cárcel más tiempo por hacer unos chistes de Carrero Blanco, que Urdangarín po…",482,247,9126,7553,,
846477952917352448,carpeamorem,2017-03-27 21:44:05,"RT @Bastetlove3: La q se ha liado por un chiste sobre Carrero Blanco,Camarón le escribió una canción y no fue pa tanto
🎶 volando voy...🎶
Mi…",4054,2225,75072,5583,,jardin de las delicias 
846477543322603524,Colau5,2017-03-27 21:42:27,"@Mrcalb13 @navarro1997 ""Las leyes de la gravedad estan para romperse""
-Carrero Blanco",647,167,3403,289,Greenland,Dolingrado
846476579295412224,Marinbaldo,2017-03-27 21:38:37,RT @ElCascabel13tv: 📺¿Qué os parecen los tuits de Cassandra sobre Carrero Blanco? #ElCascabel27M https://t.co/k49qYOGBki,908,314,12483,208,,"Mar Menor, Murcia, España,"
846476502871035907,CKatarsis,2017-03-27 21:38:19,"RT @Bastetlove3: La q se ha liado por un chiste sobre Carrero Blanco,Camarón le escribió una canción y no fue pa tanto
🎶 volando voy...🎶
Mi…",10484,20085,25473,20773,Madrid,
846475835561431040,mercedescloilde,2017-03-27 21:35:40,RT @Cesarsvlla: @elespanolcom @AlbertoLardies lo que no puede ser es que te pidan carcel por un tuit sobre Carrero Blanco.,447,511,37558,43041,,
846475477611151362,javimilanista,2017-03-27 21:34:15,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",3477,2432,4847,963,Greenland,
846475286627729409,Rubiozag,2017-03-27 21:33:29,RT @ElCascabel13tv: 📺¿Qué os parecen los tuits de Cassandra sobre Carrero Blanco? #ElCascabel27M https://t.co/k49qYOGBki,437,331,15282,6784,,"Santander, Cantabria"
846474855050625026,getaparo,2017-03-27 21:31:46,RT @ElCascabel13tv: 📺¿Qué os parecen los tuits de Cassandra sobre Carrero Blanco? #ElCascabel27M https://t.co/k49qYOGBki,461,1683,348753,147,Madrid,
846474814609145857,WGaztea,2017-03-27 21:31:37,RT @Sara_gra: 22/03: Juicio contra @kira_95 por chistes de Carrero Blanco. La Fiscalía rebaja la petición de dos años y seis meses a un año…,55,41,6222,874,,
846474775082024963,ElCascabel13tv,2017-03-27 21:31:27,📺¿Qué os parecen los tuits de Cassandra sobre Carrero Blanco? #ElCascabel27M https://t.co/k49qYOGBki,189,48826,18533,173,Madrid,
846474686754177024,Cesarsvlla,2017-03-27 21:31:06,@elespanolcom @AlbertoLardies lo que no puede ser es que te pidan carcel por un tuit sobre Carrero Blanco.,316,2421,62218,44207,Hawaii,Sevilla
846474272352735232,j0dedor69,2017-03-27 21:29:27,#ElCascabel27M todos  a poner twuist de carrero blanco y así bloquear los juzgados,29,21,2056,48,,atapuerca City
846473939769548802,focaiguaiterra,2017-03-27 21:28:08,"RT @LoFuflunet: Este hilo*. Libertad de expresión: censura/autocensura, humor/malhumor.

(*) Letra: @carlesponsi / Música: ""Volando voy"", b…",2596,1442,72012,58412,,República Catalana. UE
846473897147011074,j0dedor69,2017-03-27 21:27:58,#ElCascabel27M carrero blanco regreso al futuro con su coche?,29,21,2056,48,,atapuerca City
846473161784938498,cabajoseba,2017-03-27 21:25:03,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",71,79,1680,1197,,
846472859698544640,dedomuelle,2017-03-27 21:23:51,"El primer ser humano en llegar a la Luna fue Carrero Blanco, como volaba el cabron xDDD",301,77,4093,647,Madrid,Soy un polaco desos jejejejj
846471698308354050,rfernandezjou,2017-03-27 21:19:14,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",477,780,103968,37306,,
846471580582645760,guiller_espiga,2017-03-27 21:18:46,RT @eljueves: En el nuevo trailer de DC se ve como la Liga de la Justicia salva al mundo persiguiendo a tuiteros que hacen chistes de Carre…,55,32,1152,734,,
846470487379247109,DanielFerGz,2017-03-27 21:14:25,"""Carrero Blanco primer astronauta español jajaja""
ㅤ
ㅤ
ㅤ
ㅤ
ㅤㅤ / 🚔   \  
       /       🚔 \
      / 🚔    🚔 \   
    /          🚘     \
Mierda!",214,183,29662,17718,Madrid,"Torrevieja, España"
846469179418980353,Flashito_,2017-03-27 21:09:13,Me ha gustado un vídeo de @YouTube de @unosmemiyos (https://t.co/LfmtzxX2Sz - Carrero Blanco | Shooting Stars - @unosMemiyos).,106,369,108035,23279,Athens,Candadito: @turbotroleo
846468474935414784,JoseLuque_41,2017-03-27 21:06:25,Carrero Blanco no. https://t.co/xDlFTEqaqE,445,817,93087,19891,Pacific Time (US & Canada),Almería - Wrestlemania
846468221968531457,LucasTyrell,2017-03-27 21:05:25,@hugothester @pintxodemerluza y quien decide que es enaltecimiento? Reirte de chistes de carrero blanco te hace filoetarra? Evidentemente NO,60,14,680,59,Pacific Time (US & Canada),
846467538024304643,spongeb95961656,2017-03-27 21:02:42,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",155,7,296,184,,
846467471615905793,Lia_PC,2017-03-27 21:02:26,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",161,128,1755,887,Madrid,Asteroide B612
846467353156177920,Archaeopteryx8,2017-03-27 21:01:58,RT @aluniza2: No me quiero ni imaginar dónde te meterían si contaras en tuiter un chiste de Carrero Blanco vestido de Papa.,648,452,11808,7401,Athens,
846465007030341633,YulianaVK,2017-03-27 20:52:38,"RT @subversivos_: PONLE CHISTE A LA IMAGEN: 15 chistes sobre Carrero Blanco firmados por usuarios de Internet @eljueves ¡VALIENTES! ✊
https…",1205,873,73593,33621,Zagreb,"El Guinardó, Barcelona"
846464780705652738,Anarisd,2017-03-27 20:51:44,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",488,440,20238,7207,Europe/Madrid,Barcelona
846464652099903488,GaldutaNago,2017-03-27 20:51:14,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",17,5,64,18,West Central Africa,Donde no haya policía.
846464058484297728,Juanmipuchalt,2017-03-27 20:48:52,RT @Andres_Boix: Mira que es raro un país donde hay una guía sobre cómo hacer chistes sobre Carrero Blanco sin acabar en la AN https://t.co…,616,379,16436,5663,Madrid,València-Bilbo-Warszawa
846463734449160193,carlosasturies,2017-03-27 20:47:35,@jonisual88 @vines1926 @franfeten creo que hay diferencia entre reirse de Carrero Blanco y hacer un acto de recuerdo a quien lo asesinó.,986,938,15014,9174,Madrid,En Oviedo aunque Cangués
846463292323348480,TbykmJr,2017-03-27 20:45:50,"Yo me imagino a los ontegrantes de ETA viendo los chistes de Carrero Blanco diciendo: ""Hemos creado monstruos"" Y por eso se han desarmado.",427,213,16087,19539,,"Detrás de ti, imbécil. "
846463146873278467,aenriquezl,2017-03-27 20:45:15,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",304,64,4376,1631,,
846463062655848448,YulianaVK,2017-03-27 20:44:55,"RT @subversivos_: Si Tip y Coll podían contar chistes sobre Carrero Blanco en los años 80, y hoy te pueden llevar a la cárcel, hemos retroc…",1205,873,73593,33621,Zagreb,"El Guinardó, Barcelona"
846462926600863744,UalidSarghini,2017-03-27 20:44:22,"""No se dice esclavo, ahora se dice asalariado.
No se dice pobre, se dice parado.
No se dice explotado se dice Carrero Blanco pavo""
   Mitico",149,353,12600,7459,Madrid,Vamos Mi Granada!! 
846462824738119680,YulianaVK,2017-03-27 20:43:58,"RT @JDCarracedo: #CassandraLibre La libertad de expresión no es un delito y el humor negro tampoco, aunque no nos guste. https://t.co/aGftL…",1205,873,73593,33621,Zagreb,"El Guinardó, Barcelona"
846462758606585856,ShiOfAstora,2017-03-27 20:43:42,RT @Grigorispoem: Ojalá alguien a quien susurrarle chistes de Carrero Blanco antes de dormir.,195,283,34970,52412,Madrid,
846462727224741890,Grigorispoem,2017-03-27 20:43:35,Ojalá alguien a quien susurrarle chistes de Carrero Blanco antes de dormir.,194,287,13495,10580,Pacific Time (US & Canada),Pronto en una caravana.
846462254212136960,UalidSarghini,2017-03-27 20:41:42,RT @Lolo_Sev: Menos mal que los que deseaban la muerte de @ahorapodemos y simpatizantes no hicieron ningún chiste sobre Carrero Blanco http…,149,353,12600,7459,Madrid,Vamos Mi Granada!! 
846460773425655808,DavidPiedrafita,2017-03-27 20:35:49,RT @Andres_Boix: Mira que es raro un país donde hay una guía sobre cómo hacer chistes sobre Carrero Blanco sin acabar en la AN https://t.co…,112,22,751,111,Athens,
846459541512507395,pepeitorr0,2017-03-27 20:30:55,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",1878,1439,46253,746,Pacific Time (US & Canada),Madrid
846459413120634881,Javiguanarteme,2017-03-27 20:30:25,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",139,79,1852,515,Madrid,"Zaragoza, Spain"
846459226545422336,frikiquark,2017-03-27 20:29:40,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",1377,538,57700,18860,Amsterdam,
846458272043405315,guevarache31,2017-03-27 20:25:53,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",2371,897,25131,238,,
846457198796525571,DarthVaderBcn,2017-03-27 20:21:37,RT @Silvicarri: Si tuiteas sobre Carrero Blanco la Guardia Civil también te subvenciona una casa.,418,568,51746,155,Madrid,Catalunya 
846457144807444481,liverpooldavidm,2017-03-27 20:21:24,"RT @subversivos_: Semana de chiste en la Audiencia Nacional. Los tuiteros desafían a la fiscalía con chistes de Carrero Blanco 💯👏
https://t…",2044,1745,141177,79643,Madrid,
846456110341111809,Doralaacusadora,2017-03-27 20:17:17,RT @Xuxipc: ÚLTIMA HORA: La Fiscalía pide resucitar a Tip y Coll para poder juzgarles por este chiste sobre Carrero Blanco. https://t.co/NA…,761,762,2910,1874,Athens,
