ID,Label,Created_at,Tweet,Following,Followers,Tweets_count,Favourites,Time_Zone,Location
bobfabulosa,bobfabulosa,2017-03-28 21:58:50,"A la cárcel por hacer chistes de Carrero Blanco, justicia, #FREEYUYEE no merece https://t.co/FCHR6ln1Mj",294,430,11376,11392,Athens,Talavera no es España.
CayedoggPs4,CayedoggPs4,2017-03-28 21:58:38,"RT @Berlustinho: ""Joder, se me ha pasado la hora volando.""

Carrero Blanco",407,404,20108,2961,,Las Torres Gemelas
raeworld11,raeworld11,2017-03-28 21:56:17,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",94,80,2509,3197,Madrid,
42franmarma,42franmarma,2017-03-28 21:53:11,"RT @SiPeroNo1: En España, cuando hablan del pacto antiterrorista de PP y PSOE, se refieren a encarcelar a tuiteros por hacer chistes sobre…",1994,2134,87870,36277,Belgrade,"Andalucía, sevilla"
PewPewGrrrl,PewPewGrrrl,2017-03-28 21:47:39,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",501,8847,419621,275474,Madrid,veganismo o barbarie Ⓥ
zakhidgtg9bog,zakhidgtg9bog,2017-03-28 21:45:03,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",31,6,329,273,,
LittleOne_Beibi,LittleOne_Beibi,2017-03-28 21:43:54,Se empieza con un chiste de Carrero Blanco y se acaba de Pseudo-Intelectual Barbijaputera.,499,1369,44592,38261,Amsterdam,VALENCIA - MADRID.
skazofrenico,skazofrenico,2017-03-28 21:41:13,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",158,421,46789,27145,,Estamos en esto por las drogas
Lourdes180679,Lourdes180679,2017-03-28 21:40:05,"RT @fermont1965: Los tuits son como los pimientos de padrón, los de Carrero Blanco pican los de Garcia Lorca no https://t.co/e9hiHOH0iJ",1962,1965,30267,30837,,
victor_more1,victor_more1,2017-03-28 21:39:23,"RT @Garrosa: Año 95, ETA atenta contra Aznar y sale el ""bombazo mix"". Nadie se escandalizó. Hoy se juzgan unos tuits sobre Carrero Blanco.…",1194,760,26251,6204,Madrid,"Valladolid, Castilla "
FranSolano,FranSolano,2017-03-28 21:32:59,RT @NTMEP: Para la juventud que no conoce la historia de Carrero Blanco ⬇️ https://t.co/njmHpb8YgE,579,1240,16337,1053,Madrid,Lorca
PatrySanroman,PatrySanroman,2017-03-28 21:32:36,RT @NTMEP: Para la juventud que no conoce la historia de Carrero Blanco ⬇️ https://t.co/njmHpb8YgE,276,131,4976,442,,
GuillemGirona,GuillemGirona,2017-03-28 21:29:46,RT @gabrielrufian: Ojalá protegieran la memoria de Companys como protegen la de Carrero Blanco.,907,371,6900,405,Athens,Girona
Pardehuevos_,Pardehuevos_,2017-03-28 21:27:51,"Y no entiendo que hace la policia que no hace nada, cuando se meten con Carrero Blanco si que actúan rápido.",419,998,14040,6727,Pacific Time (US & Canada),Mestalla~Stamford Bridge 
celiama9,celiama9,2017-03-28 21:23:13,"RT @eljueves: Hoy juzgan @kira_95 por chistes de Carrero Blanco. ¿Necesitas más motivos para que deroguen la Ley Mordaza? Aquí van
https://…",532,77,230,5,,
jordigil96,jordigil96,2017-03-28 21:22:32,RT @suggarmarxist: &gt;araña por unos chistes de carrero blanco. Recibió bastante apoyo y tal y se suponía que hoy iba a declarar.,414,411,25931,31541,Madrid,Deepweb
MathewStrat,MathewStrat,2017-03-28 21:22:01,RT @suggarmarxist: &gt;araña por unos chistes de carrero blanco. Recibió bastante apoyo y tal y se suponía que hoy iba a declarar.,254,436,45752,74038,,The nineteenth floor
Alej037,Alej037,2017-03-28 21:18:53,¿Es un pájaro? ¿Es un avión? No! Es Carrero Blanco! https://t.co/fVx1I6rz5V,25,35,4270,1888,Pacific Time (US & Canada),
