Source,Target
podemosviviend1,subversivos_
podemosviviend1,TeoGarciaEgea
CandeOran,Lolo_Sev
Ayozaurus,Aquel_Coche
sarranchin,subversivos_
sarranchin,darioadanti
LxGallO,_ju1_
pabloquidiello1,HayQueSeAmolar
Echelon_43,SextaNocheTV
Echelon_43,jesusmarana
Gonzaliusgm,RubenSanchezTW
folkwhore,RubenSanchezTW
julio_nieto__,PilarAsdasd
julio_nieto__,blumetenou
Mfedorral,Lolo_Sev
cochurra,revistamongolia
alicia_valencia,agarzon
alicia_valencia,carnecrudaradio
Viclb8,_ju1_
pluvisca,subversivos_
pluvisca,TeoGarciaEgea
caldereta6,subversivos_
sarranchin,subversivos_
grillop272,KlavdiaPerez
grillop272,sumalen59
DeMoganda,VicentaJimenezG
OhKalikatres,JCEscudier
ManuF94,Giskexe
Cripulo22,_ju1_
evanpezu,Lolo_Sev
nadia699f,protestona1
Valshek,_ju1_
giseelaibg,subversivos_
podremos2015,AntonioMaestre
skr2d2,meneame_net
ManuelG91623212,_ju1_
abalo564,subversivos_
abalo564,TeoGarciaEgea
tato1907,sextaNoticias
tato1907,darioadanti
tato1907,revistamongolia
CARMENTIKA,_ju1_
jancelbes,Lolo_Sev
edugalan,subversivos_
edugalan,darioadanti
frangarzaro,ALTER_info
Echelon_43,Xuxipc
rinava52,Lolo_Sev
HZokre,_ju1_
Liova37,ALTER_info
pedroj1970,subversivos_
apceramista,subversivos_
apceramista,TeoGarciaEgea
ElfosManuel,SextaNocheTV
ElfosManuel,JavierArocaA
MonicaICalzada1,subversivos_
MonicaICalzada1,darioadanti
Laynez1966,subversivos_
Laynez1966,TeoGarciaEgea
darkventrue801,amparoab
jordi_rouge,Lolo_Sev
ToporMaribel,subversivos_
tigotanguanche,Lolo_Sev
joseplata1958,protestona1
MarioAnonimator,subversivos_
Mcpey9E,subversivos_
jmecanic,sextaNoticias
jmecanic,darioadanti
jmecanic,revistamongolia
apceramista,subversivos_
apceramista,darioadanti
Irene_SpR,moedetriana
YescoCt,subversivos_
YescoCt,TeoGarciaEgea
YescoCt,subversivos_
YescoCt,darioadanti
MiBaires,subversivos_
MiBaires,darioadanti
apceramista,subversivos_
dubmetrap,_ju1_
MidnighInMadrid,Giskexe
kanyero,subversivos_
larrymail1,revistamongolia
JhonnyMisco,_ju1_
vikita_6,revistamongolia
xploitocelot,sextaNoticias
xploitocelot,darioadanti
xploitocelot,revistamongolia
jotae1e,subversivos_
pluvisca,subversivos_
dannypeewee,_ju1_
AlbertoJordanA,sextaNoticias
AlbertoJordanA,darioadanti
AlbertoJordanA,revistamongolia
gelacopovi,RataDesletrada
mrmapuche,sextaNoticias
mrmapuche,darioadanti
mrmapuche,revistamongolia
InigoSulfur,_ju1_
ArmestoMaria,JesusSanchez__
LaperrinaChispi,subversivos_
juuliaaqg_,HermanosPelaez
nos0yhippie,_ju1_
Robcampnou67,subversivos_
Robcampnou67,darioadanti
MonicaICalzada1,subversivos_
Temistocles_01,_ju1_
pilvein,_ju1_
emiliaesteban,arsenioescolar
Guiller40348291,FreedomInEurope
flipau,_ju1_
Haok10,_ju1_
evanpezu,SeijoDani
evanpezu,NuevaRevoluci0n
Grinderunknown,_ju1_
jcffreire,_ju1_
IsabelBettybeth,sextaNoticias
IsabelBettybeth,darioadanti
IsabelBettybeth,revistamongolia
oscarfc,_ju1_
GuancheSh,FacuDiazT
GuancheSh,policia
Nancy_Lescano,revistamongolia
MANALVAN,subversivos_
MANALVAN,darioadanti
IdiotSevenfold,ALTER_info
Karol_Fyahbwoy,moedetriana
kykejp4,ernest_castro
kykejp4,PRISA
retayo2012,subversivos_
Mediavil_3,_ju1_
DavidMuskerr,_ju1_
joseplata1958,_ju1_
OpenMinded40,josete995_yt
Guiller10224341,dolaresyrublos
jomu718,kosmor6
jomu718,LaVanguardia
BlackSwanAvenue,_ju1_
albertsds99,_ju1_
andreskudu,_ju1_
sarranchin,subversivos_
sarranchin,TeoGarciaEgea
JuancarMisis,JoseParnaso
JaimeAndalusi,sextaNoticias
JaimeAndalusi,darioadanti
JaimeAndalusi,revistamongolia
kalavera666,_ju1_
Laynez1966,_ju1_
CarmenGSetien,_ju1_
smi2th,Ana_sabe_volar
rulfyq,_ju1_
Xielox1,AntonioMaestre
carlostubaML,_ju1_
juliolxxix,_ju1_
jomu718,sextaNoticias
jomu718,darioadanti
jomu718,revistamongolia
PaulaFOE,carnecrudaradio
_ju1_,_ju1_
Pergaro,sextaNoticias
Pergaro,darioadanti
Pergaro,revistamongolia
hermes_gabriel,revistamongolia
Ennacua,moedetriana
pluvisca,sextaNoticias
pluvisca,darioadanti
pluvisca,revistamongolia
sapere73,subversivos_
BiniaraixRosa,subversivos_
BiniaraixRosa,TeoGarciaEgea
_Kognos_,GengarFantasma
MariadelMarCr,elmundotoday
chencoach,Cesar_Molinas
josekv96,DxncingForRain
Garcaterra,nika_news_
Garcaterra,PSOE
josekv96,moedetriana
Sebbgod,josecorbacho
BrunoDiesIrae,sextaNoticias
BrunoDiesIrae,darioadanti
BrunoDiesIrae,revistamongolia
ZCelemin,subversivos_
ZCelemin,TeoGarciaEgea
valera_robles87,tecn_preocupado
CarlosLopezCamp,sextaNoticias
CarlosLopezCamp,darioadanti
CarlosLopezCamp,revistamongolia
PatrySanroman,sextaNoticias
PatrySanroman,darioadanti
PatrySanroman,revistamongolia
rinava52,protestona1
Jevirivas,HSAndrea2
shoock_95,sextaNoticias
shoock_95,darioadanti
shoock_95,revistamongolia
Angelica_martel,SextaNocheTV
Angelica_martel,jesusmarana
juaanka97,subversivos_
juaanka97,darioadanti
sumalen59,KlavdiaPerez
sumalen59,sumalen59
EugeniaLosaOliv,SindicaEstudian
Lolo_Sev,protestona1
partekos,subversivos_
partekos,darioadanti
Guillesm24,clickfamobil
Guillesm24,SonsofAguirre
space3girl,miky_co
MolletedePueblo,ulises_sevilla
RapaCarballo,sextaNoticias
RapaCarballo,darioadanti
RapaCarballo,revistamongolia
Echelon_43,AntonioMaestre
space3girl,miky_co
Haidarx_,ctxt_es
Joselnav68,subversivos_
fbenavid,elpadrecorajede
evanpezu,subversivos_
evanpezu,darioadanti
MelkartWolf,sextaNoticias
MelkartWolf,darioadanti
MelkartWolf,revistamongolia
JAVIERP54530597,subversivos_
SrDonFalo,sextaNoticias
SrDonFalo,darioadanti
SrDonFalo,revistamongolia
RaquelAbeledo,subversivos_
RaquelAbeledo,darioadanti
hermes_gabriel,Yo_Soy_Asin
60marogo,ALTER_info
subjectes,sextaNoticias
subjectes,darioadanti
subjectes,revistamongolia
mundodenadia,SextaNocheTV
mundodenadia,jesusmarana
edesamarian,joselabs
APALOSEKO,cayeruby
partekos,subversivos_
Guillesm24,TigrilloTW
alexaboco,ALTER_info
andrearopero,sextaNoticias
andrearopero,darioadanti
andrearopero,revistamongolia
DCGCOS,sextaNoticias
DCGCOS,darioadanti
DCGCOS,revistamongolia
DeMoganda,ObjetivoLaSexta
darioadanti,sextaNoticias
darioadanti,darioadanti
darioadanti,revistamongolia
APALOSEKO,El_Intermedio
Specimen_32,ALTER_info
DCGCOS,subversivos_
DCGCOS,darioadanti
APALOSEKO,MistralS
APALOSEKO,_ju1_
APALOSEKO,kira_95
KlavdiaPerez,sumalen59
carlosgbermejo1,sextaNoticias
carlosgbermejo1,darioadanti
carlosgbermejo1,revistamongolia
Leon_Castellano,kosmor6
Leon_Castellano,LaVanguardia
MarBcn04,subversivos_
neymarologia,AntonioMaestre
juliangvera,el_pais
ansbdq,ALTER_info
revistamongolia,sextaNoticias
revistamongolia,darioadanti
revistamongolia,revistamongolia
flauisa,thot_elite
pilarGomezBriz1,geluvidal
belen_guerra,sextaNoticias
belen_guerra,darioadanti
belen_guerra,revistamongolia
ALTER_info,ALTER_info
sextaNoticias,darioadanti
sextaNoticias,revistamongolia
jomu718,subversivos_
jomu718,darioadanti
jfarrev,gerardotc
davidrod689,albacorazonegro
davidrod689,albacorazonegro
jadv3,moedetriana
Moratistan,SiPeroNo1
ferrerrg,thot_elite
huelgadehambre9,subversivos_
huelgadehambre9,TeoGarciaEgea
darioadanti,subversivos_
darioadanti,darioadanti
mansan09,subversivos_
isaprospe,subversivos_
isaprospe,darioadanti
antongata,protestona1
EstebanEmilia,SextaNocheTV
EstebanEmilia,jesusmarana
Mad067,kira_95
FrancescMane,elmundotoday
avvaeph,subversivos_
avvaeph,darioadanti
XaviOnFire,SeijoDani
XaviOnFire,NuevaRevoluci0n
angelbvgp,AntonioMaestre
EstebanEmilia,subversivos_
EstebanEmilia,TeoGarciaEgea
juandevelasco70,Cacharrero_M
FerriThePlayer,LMDXPeters
Primerescalon,subversivos_
iloperen,JuanDiegoBotto
iloperen,carnecrudaradio
CAMPANAJozeLui,miguelblanco95
CAMPANAJozeLui,agarzon
martapavon_,subversivos_
martapavon_,TeoGarciaEgea
margaritaport10,subversivos_
margaritaport10,darioadanti
Lauraca09903789,protestona1
nosomososmortos,eljueves
NuevaRevoluci0n,SeijoDani
NuevaRevoluci0n,NuevaRevoluci0n
lurpa18,fermont1965
Pergaro,subversivos_
Pergaro,darioadanti
RebeckaRullan,subversivos_
RebeckaRullan,darioadanti
RakiMomsen,protestona1
angyroxas,el_pais
CFactorX,HSAndrea2
VictoriaCCSS,dolaresyrublos
VictoriaCCSS,dolaresyrublos
VictoriaCCSS,dolaresyrublos
BiniaraixRosa,subversivos_
DeMoganda,publico_es
efernandezo2010,Mas_Enfurecido
Jumavab,elmundotoday
gattuperez,iescolar
Jonathan_HG91,subversivos_
Jonathan_HG91,darioadanti
maravillas_mara,AlfonsoRojoPD
kocinitas,eljueves
kocinitas,respetocanas
Jonathan_HG91,subversivos_
joseplata1958,subversivos_
joseplata1958,TeoGarciaEgea
juanmayconxita,thot_elite
Pilar08065495,subversivos_
Pilar08065495,TeoGarciaEgea
jvelascoerro,subversivos_
jvelascoerro,TeoGarciaEgea
luposinister666,subversivos_
luposinister666,TeoGarciaEgea
rosa_rojita,nika_news_
rosa_rojita,PSOE
Mazius069,albacorazonegro
jvicente218,subversivos_
vitomonty,eljueves
TavoraPilar,protestona1
DeMoganda,PodemosCongreso
PacoZetaZeta,AlfonsoRojoPD
evanpezu,thot_elite
IMPECABLE10,FacuDiazT
IMPECABLE10,policia
JAVIERP54530597,protestona1
delarge6,inesverg
Mazius069,subversivos_
beranturiano,ctxt_es
DeMoganda,ahorapodemos
verdefresa1,subversivos_
SpCarmencita,ctxt_es
CarmenGSetien,albacorazonegro
julsaco,albacorazonegro
__justonemore,_rudegirl8_
PodemosAhora,albacorazonegro
clarcadi,albacorazonegro
PodemosAhora,albacorazonegro
SpCarmencita,ctxt_es
zurdocontrariao,subversivos_
jancelbes,subversivos_
cristinamataand,subversivos_
Acliclias,FacuDiazT
Acliclias,policia
CharoFernndez4,subversivos_
mariangelesmelc,subversivos_
korocotta75,subversivos_
_adrian_nieves,subversivos_
_adrian_nieves,TeoGarciaEgea
cavernacubica,subversivos_
BaronesaRoja,subversivos_
BaronesaRoja,TeoGarciaEgea
Mazius069,_AndreaRD_
RebeckaRullan,subversivos_
SergioJFS1,IngridTumtum
vikichx,subversivos_
xvilapueyo,elmundotoday
PauliiPau26,Nereukaa_05
Nurinurem,subversivos_
santialgaba68,subversivos_
santialgaba68,darioadanti
cpugena,subversivos_
lordfarnesi,subversivos_
lordfarnesi,darioadanti
Almuden77069881,subversivos_
ofrutos,subversivos_
ofrutos,TeoGarciaEgea
LuisonOria,SextaNocheTV
LuisonOria,jesusmarana
squantum1714,RataDesletrada
martitze,AnderGurusa
cuidano,subversivos_
cuidano,darioadanti
Xielox1,BloodySaio
mmarin52,subversivos_
kerrigan_sarahL,iescolar
tinoblanc,Ibangarciadb
Jlmb63Jose,subversivos_
lordfarnesi,subversivos_
hippiepirata,SextaNocheTV
hippiepirata,JavierArocaA
jmecanic,protestona1
vikavika601,SextaNocheTV
vikavika601,JavierArocaA
Manuela08591448,subversivos_
Azulforofo,protestona1
v36ar,ForRevolucion
Moratistan,subversivos_
Moratistan,TeoGarciaEgea
Clandestino17,joseasanjurjo
Jolualfe,protestona1
Marta51970,ctxt_es
MANALVAN,subversivos_
allimite,subversivos_
santi_larios,SextaNocheTV
santi_larios,JavierArocaA
MiquelAlmira,RataDesletrada
squantum1714,eljueves
RedondoAmparo,subversivos_
davidrod689,subversivos_
mipasitu,esecundarios
DemoKratoDirect,froldandiez
DemoKratoDirect,JosAntoPani
sapere73,Jordivll
cristinamataand,Sr_Dios
QueroGr,protestona1
wastronaut_,moedetriana
MiguelARevoluci,GuachaPuskas
emmarubio97,FacuDiazT
emmarubio97,policia
Volturyon,moedetriana
malamante25,GuachaPuskas
marcfour72,RataDesletrada
Xielox1,subversivos_
Xielox1,darioadanti
anonymohs,_AndreaRD_
Cjdb1971,subversivos_
Cjdb1971,TeoGarciaEgea
Robcampnou67,subversivos_
Robcampnou67,TeoGarciaEgea
francis11233581,humorindignado
MiradesDeMel_,_rudegirl8_
francis11233581,humorindignado
madrenovelera,_AndreaRD_
josefo_64,Yo_Soy_Asin
Carolusmatos,elmundotoday
Immamargarit,MistralS
janh2527,elmundotoday
WolveFang,gulasus
alepascuit9,esecundarios
smrf50,Im_CTO_bitch
MiBaires,FreedomInEurope
kieroirmeamarte,GuachaPuskas
Wandeporring,xaviconde
emmarubio97,eljueves
emmarubio97,respetocanas
BiniaraixRosa,SextaNocheTV
BiniaraixRosa,jesusmarana
BiniaraixRosa,SextaNocheTV
BiniaraixRosa,JavierArocaA
squantum1714,eljueves
squantum1714,respetocanas
Joe_lh,subversivos_
Joe_lh,TeoGarciaEgea
gluxt0,_rudegirl8_
carlsbj,ForRevolucion
PodemosSinTrepa,subversivos_
PodemosSinTrepa,TeoGarciaEgea
belkike,protestona1
_DFPaz,protestona1
JLKBZAZ,subversivos_
JLKBZAZ,darioadanti
malamante25,protestona1
Komandante_Solo,SextaNocheTV
Komandante_Solo,jesusmarana
flauisa,_AndreaRD_
GelpiGomez,RataDesletrada
evalartk,subversivos_
evalartk,TeoGarciaEgea
troyana25,subversivos_
troyana25,TeoGarciaEgea
mariasesca,RataDesletrada
ppygloria,subversivos_
ppygloria,darioadanti
miguelonmerced2,protestona1
BiniaraixRosa,carnecrudaradio
J_Belll,fermont1965
s3nt1d0c0mun,yanina_rubia
MarBcn04,subversivos_
MarBcn04,TeoGarciaEgea
ZHAINOX,subversivos_
ZHAINOX,darioadanti
ger_man_zete,elmundotoday
jancelbes,protestona1
TomasLanster,nosoloporno69
TomasLanster,arianeabm
espipa22,eljueves
caroeiro,zezi_ser
DelaSanabria46,SextaNocheTV
DelaSanabria46,JavierArocaA
elsaguma,elmundotoday
VictoriaCCSS,MarisaVargas_R
rafacascar,JavierLezaola
isigala,_AndreaRD_
SusurmizU,subversivos_
SusurmizU,TeoGarciaEgea
Franagu8,miguelonmerced2
Franagu8,s
LauraRockMusic,TigrilloTW
AndreuEscriva,TigrilloTW
LuisMoliner13,revistamongolia
MarBcn04,subversivos_
MarBcn04,darioadanti
albaricoquecoco,BloodySaio
francis11233581,varuenfurecido
JAVIERP54530597,subversivos_
JAVIERP54530597,darioadanti
JavierQ84210956,subversivos_
JavierQ84210956,darioadanti
Salnava1954,AntonioMaestre
rafacascar,SiPeroNo1
15VEJA,SextaNocheTV
15VEJA,JavierArocaA
ravalero04,HayQueSeAmolar
1976Pepelu,luis_gilgb
MariaMarmar46,protestona1
yakomarhippy,rafaball48
NullGarcia,ctxt_es
PolonioLuna,Rokambolnews
allimite,subversivos_
allimite,darioadanti
MiBaires,nika_news_
MiBaires,PSOE
cocacolov,Tyrexito
maricocina,ADios_hi
francis11233581,homopestis
julio_fer21,subversivos_
julio_fer21,TeoGarciaEgea
subversivos_,darioadanti
mendy_asigc,rafaball48
Emerald_Ter,subversivos_
Emerald_Ter,TeoGarciaEgea
DuroBelinda,nika_news_
DuroBelinda,PSOE
nxmxre,moedetriana
MiBaires,LopezCADALSO
arwe_iarraud,jasjlion
DuroBelinda,FreedomInEurope
calimeratweets,subversivos_
calimeratweets,TeoGarciaEgea
ander_the_table,AntonioMaestre
LGtSbrLTcld,xaviconde
saritariera,elmundotoday
cdefm,RataDesletrada
AsunGulina,gustyea66
VendettaNWO,subversivos_
VendettaNWO,TeoGarciaEgea
amayaregatos,carnecrudaradio
rcko3,SextaNocheTV
rcko3,jesusmarana
rcko3,SextaNocheTV
rcko3,JavierArocaA
Seven7Pounds,protestona1
ll_llague,protestona1
mercedescloilde,SextaNocheTV
mercedescloilde,jesusmarana
Jlmb63Jose,SextaNocheTV
Jlmb63Jose,JavierArocaA
arwe_iarraud,jasjlion
Liova37,protestona1
tato1907,subversivos_
tato1907,TeoGarciaEgea
EBautista592,subversivos_
EBautista592,TeoGarciaEgea
larrymail1,subversivos_
larrymail1,TeoGarciaEgea
retuitator,protestona1
LaperrinaChispi,nika_news_
LaperrinaChispi,PSOE
jltr89,SextaNocheTV
jltr89,JavierArocaA
laliviqui,ctxt_es
bronesjekuatroe,Sr_Dios
BertaLE69,SextaNocheTV
BertaLE69,jesusmarana
persefaw,LefaDeLentejas
BertaLE69,SextaNocheTV
BertaLE69,JavierArocaA
_soinfected,moedetriana
CRivera369,moedetriana
Abrakhadaver,xaviconde
CAZADORDELEYES,gerardotc
CRivera369,DxncingForRain
Veronic59002391,nika_news_
Veronic59002391,PSOE
ROSA183G,maequez67
1571dbed01d8458,moedetriana
kieroirmeamarte,SextaNocheTV
kieroirmeamarte,JavierArocaA
CRivera369,SergheiFrutos
domingo_bolanos,iescolar
abeijon47,nika_news_
abeijon47,PSOE
_Judas_IS,AntonioMaestre
nanditoyea,moedetriana
IzquierdaToledo,LopezCADALSO
Kililongo,SextaNocheTV
Kililongo,jesusmarana
shiinratensei,moedetriana
larrymail1,protestona1
EBautista592,subversivos_
ALIAS_JAP,SextaNocheTV
ALIAS_JAP,JavierArocaA
Leocadia1955,subversivos_
Leocadia1955,TeoGarciaEgea
angeldevallecas,subversivos_
angeldevallecas,TeoGarciaEgea
Caldevi,carnecrudaradio
GuilleSanz97,masademocrata
JavSansBe,xaviconde
desideriosaiz,MarisaVargas_R
Marcosher,Miguel_H_C
rosariomama2000,protestona1
